Year,Month,Day,Hour (in GMT),Minute,Second,Depth raw (cm),Temperature (deg C),"Depth (baro-corrected, cm)",Discharge (cfs or ft^3/s)
2002,8,21,18,30,0,108.6,11.73,37.1,9.3224
2002,8,21,19,0,0,108.3,12.19,36.7,9.0221
2002,8,21,19,30,0,108.4,12.68,36.7,9.0221
2002,8,21,20,0,0,108.2,13.19,36.5,8.8744
2002,8,21,20,30,0,108.4,13.68,37.1,9.3224
2002,8,21,21,0,0,108.8,14.23,37.4,9.552
2002,8,21,21,30,0,108.7,14.7,37.3,9.4751
2002,8,21,22,0,0,108.6,15.22,37.2,9.3986
2002,8,21,22,30,0,108.5,15.65,37.4,9.552
2002,8,21,23,0,0,108.5,15.99,37.5,9.6294
2002,8,21,23,30,0,108.8,16.29,37.4,9.552
2002,8,22,0,0,0,108.7,16.51,37.3,9.4751
2002,8,22,0,30,0,108.7,16.62,37.3,9.4751
2002,8,22,1,0,0,108.7,16.66,37.1,9.3224
2002,8,22,1,30,0,108.9,16.69,37.2,9.3986
2002,8,22,2,0,0,109.1,16.57,37.5,9.6294
2002,8,22,2,30,0,109.3,16.4,37.1,9.3224
2002,8,22,3,0,0,109.5,16.28,37.2,9.3986
2002,8,22,3,30,0,109.3,16.18,37,9.2467
2002,8,22,4,0,0,109.2,16.01,36.4,8.8012
2002,8,22,4,30,0,109.1,15.82,36.3,8.7283
2002,8,22,5,0,0,109.7,15.66,37.1,9.3224
2002,8,22,5,30,0,109.5,15.45,36.5,8.8744
2002,8,22,6,0,0,109.6,15.19,36.6,8.9481
2002,8,22,6,30,0,109.9,14.97,36.8,9.0966
2002,8,22,7,0,0,109.6,14.67,36.4,8.8012
2002,8,22,7,30,0,109.9,14.37,36.6,8.9481
2002,8,22,8,0,0,109.3,14.09,36.4,8.8012
2002,8,22,8,30,0,109.6,13.82,36.7,9.0221
2002,8,22,9,0,0,109.1,13.52,36.2,8.6559
2002,8,22,9,30,0,108.9,13.21,36,8.5122
2002,8,22,10,0,0,109.1,12.92,36.1,8.5838
2002,8,22,10,30,0,109.1,12.61,36.4,8.8012
2002,8,22,11,0,0,108.9,12.31,35.7,8.2997
2002,8,22,11,30,0,108.5,12.01,35,7.8176
2002,8,22,12,0,0,108.6,11.73,35.5,8.16
2002,8,22,12,30,0,108.5,11.44,35.6,8.2296
2002,8,22,13,0,0,108.9,11.21,35.6,8.2296
2002,8,22,13,30,0,108.9,10.89,35.3,8.0218
2002,8,22,14,0,0,109,10.64,35.2,7.9534
2002,8,22,14,30,0,109.1,10.42,35.5,8.16
2002,8,22,15,0,0,108.9,10.33,35.2,7.9534
2002,8,22,15,30,0,109.1,10.35,35.4,8.0907
2002,8,22,16,0,0,108.9,10.55,34.7,7.6168
2002,8,22,16,30,0,108.9,10.83,34.8,7.6833
2002,8,22,17,0,0,109.1,11.15,34.9,7.7503
2002,8,22,17,30,0,108.7,11.56,35.1,7.8853
2002,8,22,18,0,0,108.9,12.01,35.3,8.0218
2002,8,22,18,30,0,109.1,12.52,35,7.8176
2002,8,22,19,0,0,109.3,12.97,35.3,8.0218
2002,8,22,19,30,0,109.3,13.49,34.9,7.7503
2002,8,22,20,0,0,109.5,13.97,35.4,8.0907
2002,8,22,20,30,0,109.3,14.47,35.2,7.9534
2002,8,22,21,0,0,109.5,14.94,35.1,7.8853
2002,8,22,21,30,0,109.7,15.41,35.4,8.0907
2002,8,22,22,0,0,109.3,15.85,35.2,7.9534
2002,8,22,22,30,0,109.5,16.15,35.4,8.0907
2002,8,22,23,0,0,109.4,16.39,35.1,7.8853
2002,8,22,23,30,0,109.9,16.62,35.6,8.2296
2002,8,23,0,0,0,109.5,16.75,35.8,8.3701
2002,8,23,0,30,0,109.7,16.79,35.5,8.16
2002,8,23,1,0,0,109.5,16.79,35.1,7.8853
2002,8,23,1,30,0,109.6,16.71,35.5,8.16
2002,8,23,2,0,0,109.9,16.51,35.2,7.9534
2002,8,23,2,30,0,110.2,16.34,35.1,7.8853
2002,8,23,3,0,0,110.5,16.24,35.4,8.0907
2002,8,23,3,30,0,110.4,16.1,35.3,8.0218
2002,8,23,4,0,0,110.7,15.95,35.6,8.2296
2002,8,23,4,30,0,110.9,15.84,35.4,8.0907
2002,8,23,5,0,0,110.5,15.67,34.7,7.6168
2002,8,23,5,30,0,110.7,15.48,34.9,7.7503
2002,8,23,6,0,0,110.8,15.29,35.1,7.8853
2002,8,23,6,30,0,110.7,15.05,34.8,7.6833
2002,8,23,7,0,0,110.6,14.81,34.5,7.4849
2002,8,23,7,30,0,110.5,14.6,35,7.8176
2002,8,23,8,0,0,110.8,14.41,35,7.8176
2002,8,23,8,30,0,110.4,14.15,34.9,7.7503
2002,8,23,9,0,0,110.5,13.92,35.3,8.0218
2002,8,23,9,30,0,110.1,13.66,34.7,7.6168
2002,8,23,10,0,0,110.2,13.42,34.8,7.6833
2002,8,23,10,30,0,109.7,13.12,34.7,7.6168
2002,8,23,11,0,0,109.5,12.85,34.6,7.5507
2002,8,23,11,30,0,109.5,12.56,34.6,7.5507
2002,8,23,12,0,0,109.3,12.25,34.4,7.4195
2002,8,23,12,30,0,109.9,11.98,35.1,7.8853
2002,8,23,13,0,0,109.9,11.71,34.6,7.5507
2002,8,23,13,30,0,109.9,11.45,34.5,7.4849
2002,8,23,14,0,0,110,11.19,34.4,7.4195
2002,8,23,14,30,0,109.9,10.99,34.5,7.4849
2002,8,23,15,0,0,109.9,10.94,34.3,7.3545
2002,8,23,15,30,0,109.9,10.98,34.1,7.2256
2002,8,23,16,0,0,110.1,11.21,34,7.1618
2002,8,23,16,30,0,109.9,11.46,34,7.1618
2002,8,23,17,0,0,109.9,11.82,34.1,7.2256
2002,8,23,17,30,0,109.8,12.29,34.2,7.2899
2002,8,23,18,0,0,110.1,12.76,34.7,7.6168
2002,8,23,18,30,0,109.8,13.29,34.2,7.2899
2002,8,23,19,0,0,109.2,13.81,33.8,7.0352
2002,8,23,19,30,0,109.5,14.3,34,7.1618
2002,8,23,20,0,0,109.6,14.79,34.7,7.6168
2002,8,23,20,30,0,109.3,15.27,34,7.1618
2002,8,23,21,0,0,109.1,15.68,33.8,7.0352
2002,8,23,21,30,0,109.1,16.06,34.1,7.2256
2002,8,23,22,0,0,108.8,16.42,33.9,7.0983
2002,8,23,22,30,0,108.9,16.62,33.8,7.0352
2002,8,23,23,0,0,109.1,16.79,34.3,7.3545
2002,8,23,23,30,0,109.1,16.93,34.5,7.4849
2002,8,24,0,0,0,109.1,17.01,34.7,7.6168
2002,8,24,0,30,0,109.4,17.01,35,7.8176
2002,8,24,1,0,0,109.2,16.99,34.9,7.7503
2002,8,24,1,30,0,109.3,16.91,35,7.8176
2002,8,24,2,0,0,109.3,16.74,34.4,7.4195
2002,8,24,2,30,0,109.9,16.55,34.7,7.6168
2002,8,24,3,0,0,109.6,16.39,34.4,7.4195
2002,8,24,3,30,0,110.3,16.2,34.4,7.4195
2002,8,24,4,0,0,110.1,16.05,34.3,7.3545
2002,8,24,4,30,0,110.3,15.91,34.3,7.3545
2002,8,24,5,0,0,110.7,15.74,34.6,7.5507
2002,8,24,5,30,0,110.5,15.57,34.5,7.4849
2002,8,24,6,0,0,110.5,15.38,34.3,7.3545
2002,8,24,6,30,0,110.7,15.16,34.5,7.4849
2002,8,24,7,0,0,110.8,14.93,34.5,7.4849
2002,8,24,7,30,0,110.7,14.7,34.4,7.4195
2002,8,24,8,0,0,110.7,14.46,34.2,7.2899
2002,8,24,8,30,0,110.5,14.17,34.5,7.4849
2002,8,24,9,0,0,110.6,13.93,34.3,7.3545
2002,8,24,9,30,0,110.1,13.64,33.9,7.0983
2002,8,24,10,0,0,109.9,13.35,33.9,7.0983
2002,8,24,10,30,0,109.7,13.09,34.1,7.2256
2002,8,24,11,0,0,109.6,12.8,34,7.1618
2002,8,24,11,30,0,109.1,12.51,33.7,6.9724
2002,8,24,12,0,0,109.5,12.23,33.6,6.9101
2002,8,24,12,30,0,109.9,11.92,34,7.1618
2002,8,24,13,0,0,110,11.65,34.3,7.3545
2002,8,24,13,30,0,109.8,11.35,33.9,7.0983
2002,8,24,14,0,0,110.3,11.13,34.1,7.2256
2002,8,24,14,30,0,110.3,10.91,33.9,7.0983
2002,8,24,15,0,0,110.1,10.81,33.7,6.9724
2002,8,24,15,30,0,109.9,10.83,33.2,6.6644
2002,8,24,16,0,0,110.1,11.05,33.4,6.7865
2002,8,24,16,30,0,110.1,11.36,33,6.5437
2002,8,24,17,0,0,109.8,11.75,33.6,6.9101
2002,8,24,17,30,0,109.4,12.23,33.4,6.7865
2002,8,24,18,0,0,109.7,12.77,33.4,6.7865
2002,8,24,18,30,0,109.9,13.29,33.5,6.8481
2002,8,24,19,0,0,109.8,13.82,33.5,6.8481
2002,8,24,19,30,0,109.9,14.35,33.7,6.9724
2002,8,24,20,0,0,109.5,14.91,33.3,6.7252
2002,8,24,20,30,0,109.9,15.37,33.6,6.9101
2002,8,24,21,0,0,109.8,15.83,33.7,6.9724
2002,8,24,21,30,0,109.8,16.27,33.8,7.0352
2002,8,24,22,0,0,109.8,16.63,34.3,7.3545
2002,8,24,22,30,0,109.7,16.84,34.2,7.2899
2002,8,24,23,0,0,109.7,17.01,34.4,7.4195
2002,8,24,23,30,0,109.7,17.19,34.4,7.4195
2002,8,25,0,0,0,109.7,17.27,34.6,7.5507
2002,8,25,0,30,0,109.9,17.27,34.8,7.6833
2002,8,25,1,0,0,110.2,17.24,34.9,7.7503
2002,8,25,1,30,0,110.6,17.11,35.1,7.8853
2002,8,25,2,0,0,110.6,16.98,34.9,7.7503
2002,8,25,2,30,0,111,16.84,34.9,7.7503
2002,8,25,3,0,0,111.1,16.67,34.6,7.5507
2002,8,25,3,30,0,111.2,16.56,34.3,7.3545
2002,8,25,4,0,0,111.6,16.43,34.4,7.4195
2002,8,25,4,30,0,111.8,16.27,34.5,7.4849
2002,8,25,5,0,0,111.5,16.13,34.5,7.4849
2002,8,25,5,30,0,111.7,15.95,34.4,7.4195
2002,8,25,6,0,0,111.8,15.75,34.4,7.4195
2002,8,25,6,30,0,111.9,15.57,34.7,7.6168
2002,8,25,7,0,0,111.7,15.35,34,7.1618
2002,8,25,7,30,0,111.7,15.08,34.2,7.2899
2002,8,25,8,0,0,111.7,14.85,34.5,7.4849
2002,8,25,8,30,0,111.7,14.6,34.5,7.4849
2002,8,25,9,0,0,111.4,14.3,34.1,7.2256
2002,8,25,9,30,0,111.4,14.05,34.3,7.3545
2002,8,25,10,0,0,111.3,13.78,34.2,7.2899
2002,8,25,10,30,0,111.2,13.48,34.2,7.2899
2002,8,25,11,0,0,111.1,13.17,33.7,6.9724
2002,8,25,11,30,0,111.1,12.9,34.1,7.2256
2002,8,25,12,0,0,111,12.59,34.3,7.3545
2002,8,25,12,30,0,111,12.29,34.2,7.2899
2002,8,25,13,0,0,111.4,12.05,34,7.1618
2002,8,25,13,30,0,111.1,11.75,33.8,7.0352
2002,8,25,14,0,0,111.3,11.51,33.9,7.0983
2002,8,25,14,30,0,111.5,11.31,34.1,7.2256
2002,8,25,15,0,0,111.1,11.19,33.8,7.0352
2002,8,25,15,30,0,111,11.22,33.6,6.9101
2002,8,25,16,0,0,110.9,11.43,33.1,6.6038
2002,8,25,16,30,0,110.9,11.75,33.5,6.8481
2002,8,25,17,0,0,110.6,12.15,33.2,6.6644
2002,8,25,17,30,0,110.7,12.7,33.4,6.7865
2002,8,25,18,0,0,110.6,13.23,33.8,7.0352
2002,8,25,18,30,0,110.8,13.79,33.5,6.8481
2002,8,25,19,0,0,111,14.3,34,7.1618
2002,8,25,19,30,0,110.8,14.79,33.7,6.9724
2002,8,25,20,0,0,110.9,15.27,33.8,7.0352
2002,8,25,20,30,0,110.9,15.73,34.2,7.2899
2002,8,25,21,0,0,110.9,16.23,34.1,7.2256
2002,8,25,21,30,0,110.9,16.6,34.3,7.3545
2002,8,25,22,0,0,110.6,16.92,34.4,7.4195
2002,8,25,22,30,0,110.9,17.14,34.6,7.5507
2002,8,25,23,0,0,110.8,17.32,34.5,7.4849
2002,8,25,23,30,0,111.1,17.43,34.8,7.6833
2002,8,26,0,0,0,111.3,17.47,34.9,7.7503
2002,8,26,0,30,0,111.4,17.44,34.9,7.7503
2002,8,26,1,0,0,111.5,17.43,34.8,7.6833
2002,8,26,1,30,0,111.8,17.36,35,7.8176
2002,8,26,2,0,0,111.8,17.17,35,7.8176
2002,8,26,2,30,0,112.1,17.04,34.7,7.6168
2002,8,26,3,0,0,112.2,16.87,35.1,7.8853
2002,8,26,3,30,0,112.3,16.68,34.3,7.3545
2002,8,26,4,0,0,112.1,16.51,34.1,7.2256
2002,8,26,4,30,0,112.5,16.34,34.3,7.3545
2002,8,26,5,0,0,112.6,16.18,34.5,7.4849
2002,8,26,5,30,0,112.8,16.03,34.9,7.7503
2002,8,26,6,0,0,112.7,15.83,34.5,7.4849
2002,8,26,6,30,0,112.9,15.61,34.5,7.4849
2002,8,26,7,0,0,112.6,15.37,34.2,7.2899
2002,8,26,7,30,0,112.7,15.13,34.2,7.2899
2002,8,26,8,0,0,112.6,14.92,34.3,7.3545
2002,8,26,8,30,0,112.6,14.63,34.4,7.4195
2002,8,26,9,0,0,112.4,14.38,34.1,7.2256
2002,8,26,9,30,0,112.2,14.12,34.1,7.2256
2002,8,26,10,0,0,112.4,13.82,34,7.1618
2002,8,26,10,30,0,112.1,13.53,34.1,7.2256
2002,8,26,11,0,0,111.7,13.31,33.6,6.9101
2002,8,26,11,30,0,111.4,12.97,33.4,6.7865
2002,8,26,12,0,0,111.9,12.7,34.4,7.4195
2002,8,26,12,30,0,111.6,12.43,34.1,7.2256
2002,8,26,13,0,0,111.4,12.15,33.8,7.0352
2002,8,26,13,30,0,111.3,11.9,33.6,6.9101
2002,8,26,14,0,0,111.5,11.65,33.7,6.9724
2002,8,26,14,30,0,111.6,11.45,33.9,7.0983
2002,8,26,15,0,0,111.2,11.35,33.7,6.9724
2002,8,26,15,30,0,111.4,11.36,33.5,6.8481
2002,8,26,16,0,0,111.1,11.55,33.5,6.8481
2002,8,26,16,30,0,110.7,11.88,33.1,6.6038
2002,8,26,17,0,0,110.7,12.29,33.5,6.8481
2002,8,26,17,30,0,110.3,12.76,33.4,6.7865
2002,8,26,18,0,0,110.3,13.29,33.4,6.7865
2002,8,26,18,30,0,110.5,13.81,33.7,6.9724
2002,8,26,19,0,0,110.6,14.33,33.8,7.0352
2002,8,26,19,30,0,110.4,14.86,34.2,7.2899
2002,8,26,20,0,0,109.9,15.35,33.7,6.9724
2002,8,26,20,30,0,109.9,15.83,33.8,7.0352
2002,8,26,21,0,0,109.7,16.27,34.2,7.2899
2002,8,26,21,30,0,109.6,16.72,34.2,7.2899
2002,8,26,22,0,0,109.7,17.04,34.5,7.4849
2002,8,26,22,30,0,109.6,17.27,34.6,7.5507
2002,8,26,23,0,0,109.7,17.43,34.7,7.6168
2002,8,26,23,30,0,109.6,17.53,34.3,7.3545
2002,8,27,0,0,0,110.1,17.59,35.1,7.8853
2002,8,27,0,30,0,110.1,17.59,34.8,7.6833
2002,8,27,1,0,0,110,17.56,35,7.8176
2002,8,27,1,30,0,110.7,17.49,35.6,8.2296
2002,8,27,2,0,0,110.4,17.35,35.4,8.0907
2002,8,27,2,30,0,110.5,17.19,35.4,8.0907
2002,8,27,3,0,0,110.7,17.06,35.4,8.0907
2002,8,27,3,30,0,110.5,16.9,34.6,7.5507
2002,8,27,4,0,0,110.8,16.75,35.2,7.9534
2002,8,27,4,30,0,110.7,16.6,34.9,7.7503
2002,8,27,5,0,0,110.7,16.46,34.6,7.5507
2002,8,27,5,30,0,110.5,16.31,34.9,7.7503
2002,8,27,6,0,0,110.4,16.11,34.7,7.6168
2002,8,27,6,30,0,110.5,15.92,35.1,7.8853
2002,8,27,7,0,0,110.1,15.7,34.5,7.4849
2002,8,27,7,30,0,109.8,15.45,34.3,7.3545
2002,8,27,8,0,0,109.9,15.23,34.5,7.4849
2002,8,27,8,30,0,109.9,14.95,34.6,7.5507
2002,8,27,9,0,0,109.3,14.76,34.6,7.5507
2002,8,27,9,30,0,109.1,14.45,34.5,7.4849
2002,8,27,10,0,0,109,14.22,34.3,7.3545
2002,8,27,10,30,0,108.6,13.95,34.1,7.2256
2002,8,27,11,0,0,108.4,13.64,34.5,7.4849
2002,8,27,11,30,0,108.5,13.37,34.4,7.4195
2002,8,27,12,0,0,107.9,13.1,33.9,7.0983
2002,8,27,12,30,0,108.1,12.86,34.3,7.3545
2002,8,27,13,0,0,108.3,12.61,34.4,7.4195
2002,8,27,13,30,0,108.1,12.36,34.2,7.2899
2002,8,27,14,0,0,108.1,12.11,34.3,7.3545
2002,8,27,14,30,0,107.9,11.93,34,7.1618
2002,8,27,15,0,0,108.1,11.88,34.3,7.3545
2002,8,27,15,30,0,107.7,11.91,33.9,7.0983
2002,8,27,16,0,0,107.3,12.04,33.5,6.8481
2002,8,27,16,30,0,107.3,12.35,33.7,6.9724
2002,8,27,17,0,0,107.3,12.69,33.7,6.9724
2002,8,27,17,30,0,107.2,13.17,33.9,7.0983
2002,8,27,18,0,0,106.7,13.62,33.8,7.0352
2002,8,27,18,30,0,106.5,14.16,33.5,6.8481
2002,8,27,19,0,0,106.4,14.73,34,7.1618
2002,8,27,19,30,0,106,15.26,34,7.1618
2002,8,27,20,0,0,105.9,15.82,34.1,7.2256
2002,8,27,20,30,0,105.9,16.25,34.5,7.4849
2002,8,27,21,0,0,105.8,16.84,34.4,7.4195
2002,8,27,21,30,0,105.6,17.37,34.3,7.3545
2002,8,27,22,0,0,105.9,17.73,34.5,7.4849
2002,8,27,22,30,0,105.7,18.05,34.6,7.5507
2002,8,27,23,0,0,105.7,18.34,35,7.8176
2002,8,27,23,30,0,106.1,18.49,35,7.8176
2002,8,28,0,0,0,106.3,18.5,34.9,7.7503
2002,8,28,0,30,0,106.7,18.17,35.7,8.2997
2002,8,28,1,0,0,107.5,17.83,35.2,7.9534
2002,8,28,1,30,0,107.7,17.55,35.5,8.16
2002,8,28,2,0,0,107.5,17.36,35,7.8176
2002,8,28,2,30,0,108.3,17.17,35.1,7.8853
2002,8,28,3,0,0,108.4,17.12,34.9,7.7503
2002,8,28,3,30,0,107.9,17.01,34.7,7.6168
2002,8,28,4,0,0,107.5,16.92,34.9,7.7503
2002,8,28,4,30,0,107.7,16.83,35.1,7.8853
2002,8,28,5,0,0,107.8,16.66,35.1,7.8853
2002,8,28,5,30,0,107.6,16.44,35.1,7.8853
2002,8,28,6,0,0,107.9,16.23,34.6,7.5507
2002,8,28,6,30,0,108.3,15.95,35.4,8.0907
2002,8,28,7,0,0,108.1,15.67,35.4,8.0907
2002,8,28,7,30,0,108.1,15.41,35.1,7.8853
2002,8,28,8,0,0,108.4,15.11,35.3,8.0218
2002,8,28,8,30,0,107.9,14.84,34.8,7.6833
2002,8,28,9,0,0,108.1,14.53,35.3,8.0218
2002,8,28,9,30,0,107.6,14.21,35,7.8176
2002,8,28,10,0,0,107.3,13.91,35,7.8176
2002,8,28,10,30,0,107.5,13.57,35.1,7.8853
2002,8,28,11,0,0,106.5,13.31,34.3,7.3545
2002,8,28,11,30,0,106.8,13.05,35,7.8176
2002,8,28,12,0,0,106.7,12.77,34.7,7.6168
2002,8,28,12,30,0,106.5,12.53,34.4,7.4195
2002,8,28,13,0,0,106.9,12.27,35.1,7.8853
2002,8,28,13,30,0,106.8,12.01,34.6,7.5507
2002,8,28,14,0,0,106.9,11.82,35,7.8176
2002,8,28,14,30,0,107,11.63,34.6,7.5507
2002,8,28,15,0,0,106.7,11.49,34.5,7.4849
2002,8,28,15,30,0,106.9,11.55,34.7,7.6168
2002,8,28,16,0,0,106.7,11.73,34.7,7.6168
2002,8,28,16,30,0,106.7,11.99,34.4,7.4195
2002,8,28,17,0,0,106.5,12.36,34.4,7.4195
2002,8,28,17,30,0,106.5,12.79,34.2,7.2899
2002,8,28,18,0,0,106.6,13.25,34.6,7.5507
2002,8,28,18,30,0,106.9,13.73,35,7.8176
2002,8,28,19,0,0,107.1,14.18,35.2,7.9534
2002,8,28,19,30,0,107.3,14.66,35.4,8.0907
2002,8,28,20,0,0,107.3,15.13,35.4,8.0907
2002,8,28,20,30,0,107.6,15.58,36,8.5122
2002,8,28,21,0,0,107.9,15.95,36.5,8.8744
2002,8,28,21,30,0,108,16.11,36.6,8.9481
2002,8,28,22,0,0,108.1,16.49,36.9,9.1715
2002,8,28,22,30,0,107.7,16.8,36.5,8.8744
2002,8,28,23,0,0,107.9,17.07,37,9.2467
2002,8,28,23,30,0,108.2,17.35,37.1,9.3224
2002,8,29,0,0,0,107.9,17.49,36.5,8.8744
2002,8,29,0,30,0,107.9,17.63,36.9,9.1715
2002,8,29,1,0,0,107.9,17.72,36.6,8.9481
2002,8,29,1,30,0,107.7,17.8,36.6,8.9481
2002,8,29,2,0,0,107.9,17.75,36.3,8.7283
2002,8,29,2,30,0,108.1,17.69,36.4,8.8012
2002,8,29,3,0,0,108.3,17.55,36.1,8.5838
2002,8,29,3,30,0,108.9,17.45,36.5,8.8744
2002,8,29,4,0,0,108.9,17.33,36.3,8.7283
2002,8,29,4,30,0,109.5,17.17,36.4,8.8012
2002,8,29,5,0,0,109.5,16.97,36.2,8.6559
2002,8,29,5,30,0,109.6,16.77,36.1,8.5838
2002,8,29,6,0,0,109.1,16.55,35.5,8.16
2002,8,29,6,30,0,109.3,16.35,36,8.5122
2002,8,29,7,0,0,109.2,16.13,35.8,8.3701
2002,8,29,7,30,0,109.3,15.87,35.5,8.16
2002,8,29,8,0,0,108.9,15.59,35.3,8.0218
2002,8,29,8,30,0,108.9,15.35,35.2,7.9534
2002,8,29,9,0,0,108.9,15.08,35.2,7.9534
2002,8,29,9,30,0,108.7,14.81,35.3,8.0218
2002,8,29,10,0,0,108.5,14.55,35.1,7.8853
2002,8,29,10,30,0,108.5,14.28,35.4,8.0907
2002,8,29,11,0,0,108.4,14.01,35.2,7.9534
2002,8,29,11,30,0,108.1,13.76,35,7.8176
2002,8,29,12,0,0,108.1,13.48,35,7.8176
2002,8,29,12,30,0,108.1,13.25,35,7.8176
2002,8,29,13,0,0,108.3,12.95,35.1,7.8853
2002,8,29,13,30,0,108.2,12.75,34.8,7.6833
2002,8,29,14,0,0,107.9,12.53,34.7,7.6168
2002,8,29,14,30,0,107.8,12.33,34.5,7.4849
2002,8,29,15,0,0,108.1,12.23,34.6,7.5507
2002,8,29,15,30,0,107.9,12.25,34.6,7.5507
2002,8,29,16,0,0,108,12.43,34.4,7.4195
2002,8,29,16,30,0,107.8,12.69,33.8,7.0352
2002,8,29,17,0,0,107.7,13.03,34.2,7.2899
2002,8,29,17,30,0,107.7,13.49,34.3,7.3545
2002,8,29,18,0,0,107.9,13.61,34.6,7.5507
2002,8,29,18,30,0,107.7,14.17,34.1,7.2256
2002,8,29,19,0,0,107.7,14.41,34.2,7.2899
2002,8,29,19,30,0,107.5,14.57,33.8,7.0352
2002,8,29,20,0,0,107.5,15.3,34.4,7.4195
2002,8,29,20,30,0,107.2,15.77,34.3,7.3545
2002,8,29,21,0,0,107.3,16.27,34.6,7.5507
2002,8,29,21,30,0,107.1,16.72,34.8,7.6833
2002,8,29,22,0,0,107.3,17.09,34.9,7.7503
2002,8,29,22,30,0,106.9,17.35,34.8,7.6833
2002,8,29,23,0,0,107.1,17.59,35.2,7.9534
2002,8,29,23,30,0,106.7,17.68,34.8,7.6833
2002,8,30,0,0,0,107.2,17.7,35.2,7.9534
2002,8,30,0,30,0,107.2,17.69,34.9,7.7503
2002,8,30,1,0,0,107.1,17.61,35.4,8.0907
2002,8,30,1,30,0,107.1,17.53,35.5,8.16
2002,8,30,2,0,0,107.3,17.35,35.3,8.0218
2002,8,30,2,30,0,107.3,17.17,35.2,7.9534
2002,8,30,3,0,0,107.8,17,35,7.8176
2002,8,30,3,30,0,107.5,16.87,34.6,7.5507
2002,8,30,4,0,0,108.1,16.74,34.8,7.6833
2002,8,30,4,30,0,108.3,16.62,34.6,7.5507
2002,8,30,5,0,0,108.1,16.44,34.7,7.6168
2002,8,30,5,30,0,108.5,16.35,34.9,7.7503
2002,8,30,6,0,0,108.2,16.23,34.3,7.3545
2002,8,30,6,30,0,108.3,16.08,34.5,7.4849
2002,8,30,7,0,0,108.1,15.9,34.4,7.4195
2002,8,30,7,30,0,107.9,15.7,34.6,7.5507
2002,8,30,8,0,0,107.9,15.43,34.5,7.4849
2002,8,30,8,30,0,107.9,15.18,34.5,7.4849
2002,8,30,9,0,0,107.9,14.94,34.4,7.4195
2002,8,30,9,30,0,107.6,14.68,34.3,7.3545
2002,8,30,10,0,0,107.5,14.45,34.2,7.2899
2002,8,30,10,30,0,107.4,14.2,33.9,7.0983
2002,8,30,11,0,0,107.2,13.95,34.2,7.2899
2002,8,30,11,30,0,107.3,13.7,34.2,7.2899
2002,8,30,12,0,0,106.8,13.45,33.9,7.0983
2002,8,30,12,30,0,106.9,13.21,34,7.1618
2002,8,30,13,0,0,107.1,12.97,33.8,7.0352
2002,8,30,13,30,0,107.3,12.76,33.9,7.0983
2002,8,30,14,0,0,107.3,12.54,33.8,7.0352
2002,8,30,14,30,0,107.2,12.38,33.7,6.9724
2002,8,30,15,0,0,107.1,12.27,33.6,6.9101
2002,8,30,15,30,0,106.9,12.29,33.1,6.6038
2002,8,30,16,0,0,106.9,12.47,33.3,6.7252
2002,8,30,16,30,0,106.9,12.77,33.1,6.6038
2002,8,30,17,0,0,106.7,13.15,33.3,6.7252
2002,8,30,17,30,0,106.9,13.56,33.4,6.7865
2002,8,30,18,0,0,107,13.93,33.9,7.0983
2002,8,30,18,30,0,107.3,14.43,34,7.1618
2002,8,30,19,0,0,107.1,14.94,34.2,7.2899
2002,8,30,19,30,0,107.1,15.39,34.1,7.2256
2002,8,30,20,0,0,107.1,15.85,34.1,7.2256
2002,8,30,20,30,0,107.1,16.27,34,7.1618
2002,8,30,21,0,0,107.4,16.71,34.7,7.6168
2002,8,30,21,30,0,107.4,17.11,34.8,7.6833
2002,8,30,22,0,0,107.4,17.41,34.9,7.7503
2002,8,30,22,30,0,107.4,17.65,34.8,7.6833
2002,8,30,23,0,0,107.5,17.73,34.9,7.7503
2002,8,30,23,30,0,107.8,17.85,35.1,7.8853
2002,8,31,0,0,0,107.5,17.85,35.2,7.9534
2002,8,31,0,30,0,107.7,17.85,35.5,8.16
2002,8,31,1,0,0,107.9,17.78,35.4,8.0907
2002,8,31,1,30,0,108.3,17.67,35.6,8.2296
2002,8,31,2,0,0,108.7,17.53,36,8.5122
2002,8,31,2,30,0,108.7,17.36,35.8,8.3701
2002,8,31,3,0,0,109,17.22,35.5,8.16
2002,8,31,3,30,0,109.4,17.07,35.7,8.2997
2002,8,31,4,0,0,109.5,16.91,35.6,8.2296
2002,8,31,4,30,0,109.8,16.77,35.4,8.0907
2002,8,31,5,0,0,110.1,16.59,35.9,8.4409
2002,8,31,5,30,0,110.1,16.36,35.7,8.2997
2002,8,31,6,0,0,110,16.19,35.3,8.0218
2002,8,31,6,30,0,110.2,15.96,35.4,8.0907
2002,8,31,7,0,0,110.3,15.74,35.4,8.0907
2002,8,31,7,30,0,110.1,15.46,34.9,7.7503
2002,8,31,8,0,0,110.5,15.23,35,7.8176
2002,8,31,8,30,0,110.4,14.94,35.2,7.9534
2002,8,31,9,0,0,110.1,14.63,34.8,7.6833
2002,8,31,9,30,0,110.1,14.41,35,7.8176
2002,8,31,10,0,0,110.3,14.12,35.3,8.0218
2002,8,31,10,30,0,110.1,13.79,35.2,7.9534
2002,8,31,11,0,0,110,13.54,35,7.8176
2002,8,31,11,30,0,109.7,13.26,34.8,7.6833
2002,8,31,12,0,0,109.8,12.95,34.8,7.6833
